date,species,temp,sex,mass,id,age,site
8/30/21,MYLU,NA,F,7.53,P_989.001040476331,J,NEIN
8/30/21,MYLU,NA,M,6.61,P_989.001034179433,J,NEIN
8/30/21,MYLU,NA,M,7.3,P_989.001034179438,J,NEIN
8/30/21,MYLU,NA,M,8,P_989.001040476395,J,NEIN
8/30/21,MYLU,NA,F,6.78,P_989.001034179457,J,NEIN
8/30/21,MYLU,NA,M,8.38,P_989.001040476320,J,NEIN
8/30/21,MYLU,NA,M,8.16,P_989.001040476347,J,NEIN
8/30/21,MYLU,NA,M,7.49,P_989.001034179466,J,NEIN
8/30/21,MYLU,NA,M,7,P_989.001040476324,J,NEIN
8/30/21,MYLU,NA,M,7.34,P_989.001034179431,J,NEIN
8/30/21,MYLU,NA,M,8.36,P_989.001034179461,J,NEIN
8/30/21,MYLU,NA,M,6.82,P_989.001040476341,J,NEIN
8/30/21,MYLU,NA,M,10.23,P_989.001034179490,A,NEIN
8/30/21,MYLU,NA,F,9.16,P_989.001040476357,J,NEIN
8/30/21,MYLU,NA,M,10.14,P_989.001034179424,A,NEIN
8/30/21,MYLU,NA,M,9.73,P_989.001040476312,A,NEIN
8/30/21,MYLU,NA,M,8.06,P_989.001040476317,A,NEIN
8/30/21,MYLU,NA,F,6.45,P_989.001034179426,J,NEIN
8/30/21,MYLU,NA,M,9.94,P_989.001040476315,A,NEIN
8/30/21,MYLU,NA,F,8.73,P_989.001034179472,A,NEIN
8/30/21,MYLU,NA,M,10.47,P_989.001040476313,A,NEIN
8/30/21,MYLU,NA,M,9.33,P_989.001034179409,A,NEIN
8/30/21,MYLU,NA,M,8.93,P_989.001040476354,A,NEIN
8/30/21,MYLU,NA,M,9.29,P_989.001034179489,A,NEIN
8/30/21,MYLU,NA,F,8.6,P_989.001040476366,A,NEIN
8/30/21,MYLU,NA,M,10.11,P_989.001034179439,A,NEIN
8/30/21,MYLU,NA,F,8.64,P_989.001034179453,A,NEIN
8/30/21,MYLU,NA,M,10.66,P_989.001040476344,A,NEIN
8/30/21,MYLU,NA,M,8.17,P_989.001034179416,A,NEIN
8/30/21,MYLU,NA,M,8.76,P_989.001040476364,A,NEIN
8/30/21,MYLU,NA,M,8.83,P_989.001034179448,A,NEIN
8/30/21,MYLU,NA,F,7.46,P_989.001040476380,J,NEIN
8/30/21,MYLU,NA,M,10.1,P_989.001034179414,A,NEIN
8/30/21,MYLU,NA,M,7.54,P_989.001040476332,J,NEIN
8/30/21,MYLU,NA,M,8.71,P_989.001040476362,A,NEIN
8/30/21,MYLU,NA,M,9.69,P_989.001040476346,A,NEIN
8/30/21,MYLU,NA,M,9.14,P_989.001034179418,A,NEIN
8/30/21,MYLU,NA,M,8.1,P_989.001040476321,A,NEIN
8/30/21,MYLU,NA,M,9.37,P_989.001034179404,A,NEIN
8/30/21,MYLU,NA,F,8.92,P_989.001040476333,J,NEIN
8/30/21,MYLU,NA,F,12.78,P_989.001034179463,A,NEIN
8/30/21,MYLU,NA,F,7.5,P_989.001034179449,J,NEIN
8/30/21,MYLU,NA,F,8.95,P_989.001040476336,A,NEIN
8/30/21,MYLU,NA,F,11.76,P_989.001034179485,A,NEIN
8/30/21,MYLU,NA,F,8,P_989.001034179408,J,NEIN
8/30/21,MYLU,NA,F,7.97,P_989.001034179482,J,NEIN
8/30/21,MYLU,NA,F,7.91,P_989.001034179422,J,NEIN
8/30/21,MYLU,NA,F,8.95,P_989.001040476365,A,NEIN
8/30/21,MYLU,NA,F,8.97,P_989.001034179395,A,NEIN
8/30/21,MYLU,NA,F,9.27,P_989.001034179398,A,NEIN
8/30/21,MYLU,NA,F,7.78,P_989.001040476382,J,NEIN
8/30/21,MYLU,NA,F,7.24,P_989.001040476386,J,NEIN
8/30/21,MYLU,NA,F,8.3,P_989.001034179397,J,NEIN
8/30/21,MYLU,NA,F,7.3,P_989.001040476387,J,NEIN
8/30/21,MYLU,NA,F,8.49,P_989.001040476349,A,NEIN
8/30/21,MYLU,NA,F,7.1,P_989.001034179435,J,NEIN
8/30/21,MYLU,NA,F,9,P_989.001034179473,J,NEIN
8/30/21,MYLU,NA,F,7.95,P_989.001034179456,J,NEIN
8/30/21,MYLU,NA,F,8.78,P_989.001034179493,J,NEIN
8/30/21,MYLU,NA,F,9,P_989.001040476322,A,NEIN
8/30/21,MYLU,NA,F,7.52,P_989.001040476391,J,NEIN
8/30/21,MYLU,NA,F,6.5,P_989.001040476388,J,NEIN
8/30/21,MYLU,NA,F,7.3,P_989.001040476355,J,NEIN
8/30/21,MYLU,NA,F,7.71,P_989.001034179434,A,NEIN
8/30/21,MYLU,NA,F,7,P_989.001034179437,J,NEIN
8/30/21,MYLU,NA,F,7.87,P_989.001034179417,A,NEIN
8/30/21,MYLU,NA,F,7.55,P_989.001040476384,A,NEIN
8/30/21,MYLU,NA,F,8.1,P_989.001034179411,J,NEIN
8/30/21,MYLU,NA,M,6.95,P_989.001040476371,J,NEIN
8/30/21,MYLU,NA,M,8.47,P_989.001034179488,A,NEIN
8/30/21,MYLU,NA,M,8.88,P_989.001040476353,A,NEIN
8/30/21,MYLU,NA,M,8.16,P_989.001034179415,J,NEIN
8/30/21,MYLU,NA,M,11.49,P_989.001040476359,A,NEIN
8/30/21,MYLU,NA,M,8.48,P_989.001034179465,A,NEIN
8/30/21,MYLU,NA,M,7.26,P_989.001040476368,J,NEIN
8/30/21,MYLU,NA,M,9.6,P_989.001034179477,A,NEIN
8/30/21,MYLU,NA,M,9,P_989.001040476352,A,NEIN
8/30/21,MYLU,NA,M,8.21,P_989.001034179454,J,NEIN
8/30/21,MYLU,NA,M,8.91,P_989.001040476363,J,NEIN
8/30/21,MYLU,NA,M,10,P_989.001034179406,A,NEIN
8/30/21,MYLU,NA,M,7.24,P_989.001040476370,J,NEIN
8/30/21,MYLU,NA,M,8.1,P_989.001040476356,J,NEIN
8/30/21,MYLU,NA,M,9.49,P_989.001034179464,A,NEIN
8/30/21,MYLU,NA,M,8.62,P_989.001040476367,A,NEIN
8/30/21,MYLU,NA,M,9.27,P_989.001040476337,A,NEIN
8/30/21,MYLU,NA,M,10.5,P_989.001040476323,A,NEIN
8/30/21,MYLU,NA,M,7.41,P_989.001034179443,J,NEIN
8/30/21,MYLU,NA,M,7.54,P_989.001040476328,J,NEIN
8/30/21,MYLU,NA,M,7.52,P_989.001034179396,J,NEIN
8/30/21,MYLU,NA,M,9.93,P_989.001040476403,A,NEIN
8/30/21,MYLU,NA,M,7.24,P_989.001040476407,J,NEIN
8/30/21,MYLU,NA,M,9.21,P_989.001034179428,A,NEIN
8/30/21,MYLU,NA,M,9.94,P_989.001034179394,A,NEIN
8/30/21,MYLU,NA,M,9.38,P_989.001034179402,A,NEIN
8/30/21,MYLU,NA,M,6.87,P_989.001040476374,J,NEIN
8/30/21,MYLU,NA,M,7.91,P_989.001040476338,A,NEIN
8/30/21,MYLU,NA,M,8.59,P_989.001040476406,A,NEIN
8/30/21,MYLU,NA,M,7.14,P_989.001034179483,J,NEIN
8/30/21,MYLU,NA,M,8.22,P_989.001040476393,A,NEIN
8/30/21,MYLU,NA,M,6.61,P_989.001034179451,J,NEIN
8/30/21,MYLU,NA,M,7.78,P_989.001040476360,J,NEIN
8/30/21,MYLU,NA,M,8.65,P_989.001034179410,J,NEIN
8/30/21,MYLU,NA,M,8.11,P_989.001034179399,J,NEIN
8/30/21,MYLU,NA,M,7.17,P_989.001040476392,J,NEIN
8/30/21,MYLU,NA,M,8.84,P_989.001034179407,A,NEIN
8/30/21,MYLU,NA,M,7.18,P_989.001040476378,J,NEIN
8/30/21,MYLU,NA,M,9.29,P_989.001034179486,A,NEIN
8/30/21,MYLU,NA,M,7.56,P_989.001040476397,J,NEIN
8/30/21,MYLU,NA,M,7.47,P_989.001034179436,J,NEIN
8/30/21,MYLU,NA,M,8.49,P_989.001040476390,J,NEIN
8/30/21,MYLU,NA,M,9.17,P_989.001034179445,A,NEIN
8/30/21,MYLU,NA,M,9.2,P_989.001034179460,A,NEIN
8/30/21,MYLU,NA,M,8.25,P_989.001040476376,J,NEIN
8/30/21,MYLU,NA,M,7.49,P_989.001034179401,A,NEIN
8/30/21,MYLU,NA,M,6.28,P_989.001040476389,J,NEIN
8/30/21,MYLU,NA,M,8.9,P_989.001040476343,J,NEIN
8/30/21,MYLU,NA,M,9.27,P_989.001034179471,A,NEIN
8/30/21,MYLU,NA,M,7.95,P_989.001040476373,J,NEIN
8/30/21,MYLU,NA,M,7.4,P_989.001040476316,J,NEIN
8/30/21,MYLU,NA,F,7.95,P_989.001034179480,J,NEIN
8/30/21,MYLU,NA,F,9.8,P_989.001040476318,A,NEIN
8/30/21,MYLU,NA,M,8.53,P_989.001034179421,A,NEIN
8/30/21,MYLU,NA,F,9.51,P_989.001040476335,A,NEIN
8/30/21,MYLU,NA,M,7.49,P_989.001034179459,A,NEIN
8/30/21,MYLU,NA,F,7.1,P_989.001040476372,J,NEIN
8/30/21,MYLU,NA,F,7.97,P_989.001034179455,A,NEIN
8/30/21,MYLU,NA,F,8.14,P_989.001040476369,A,NEIN
8/30/21,MYLU,NA,F,7.58,P_989.001034179452,J,NEIN
8/30/21,MYLU,NA,,NA,P_989.001040476325,,NEIN
9/7/21,MYLU,NA,M,7.04,P_989.001040545182,J,BAIT
9/7/21,MYLU,NA,M,8.15,P_989.001038204036,J,BAIT
9/7/21,MYLU,NA,M,7.52,P_989.001040545219,J,BAIT
9/7/21,MYLU,NA,M,8.62,P_989.001038204089,J,BAIT
9/7/21,MYLU,NA,M,11.64,P_989.001040545147,J,BAIT
9/7/21,MYLU,NA,M,10.43,P_989.001038204116,A,BAIT
9/7/21,MYLU,NA,M,9.21,P_989.001040545167,A,BAIT
9/7/21,MYLU,NA,F,7.95,P_989.001038204093,A,BAIT
9/7/21,MYLU,NA,M,7.12,P_989.001040545150,J,BAIT
9/7/21,MYLU,NA,F,10.82,P_989.001038204081,A,BAIT
9/7/21,MYLU,NA,M,9.57,P_989.001040545146,A,BAIT
9/7/21,MYLU,NA,M,9.83,P_989.001038204027,A,BAIT
9/7/21,MYLU,NA,M,8.07,P_989.001040545188,A,BAIT
9/7/21,MYLU,NA,M,9.95,P_989.001038204102,J,BAIT
9/7/21,MYLU,NA,M,9.86,P_989.001040545144,A,BAIT
9/7/21,MYLU,NA,M,9.53,P_989.001038204110,A,BAIT
9/7/21,MYLU,NA,M,12.53,P_989.001040545162,A,BAIT
9/7/21,MYLU,NA,M,7.62,P_989.001038204039,J,BAIT
9/7/21,MYLU,NA,M,9.29,P_989.001040545139,A,BAIT
9/7/21,MYLU,NA,M,9.04,P_989.001040545172,A,BAIT
9/7/21,MYLU,NA,M,10.29,P_989.001038204073,A,BAIT
9/7/21,MYLU,NA,F,8.17,P_989.001038204070,J,BAIT
9/7/21,MYLU,NA,M,12.57,P_989.001040545157,A,BAIT
9/7/21,MYLU,NA,M,13.14,P_989.001040545145,A,BAIT
9/7/21,MYLU,NA,M,11.19,P_989.001040545158,J,BAIT
9/7/21,MYLU,NA,M,10.33,P_989.001038204118,A,BAIT
9/7/21,MYLU,NA,M,10,P_989.001040545148,A,BAIT
9/7/21,MYLU,NA,M,10,P_989.001040545156,J,BAIT
9/7/21,MYLU,NA,M,12.2,P_989.001038204109,A,BAIT
9/7/21,MYLU,NA,M,12,P_989.001040545183,A,BAIT
9/7/21,MYLU,NA,M,8.29,P_989.001038204065,A,BAIT
9/7/21,MYLU,NA,M,8.87,P_989.001040545202,J,BAIT
9/7/21,MYLU,NA,M,10.63,P_989.001040545169,A,BAIT
9/7/21,PESU,NA,M,6.91,P_989.001038204117,J,BAIT
9/7/21,MYLU,NA,M,9.16,P_989.001040545194,A,BAIT
9/7/21,MYLU,NA,M,7.63,P_989.001040545179,J,BAIT
9/7/21,MYLU,NA,F,9.16,P_989.001038204107,A,BAIT
9/7/21,MYLU,NA,F,9.86,P_989.001040545166,A,BAIT
9/7/21,MYLU,NA,F,8.9,P_989.001038204072,J,BAIT
9/7/21,MYLU,NA,F,10.62,P_989.001040545154,J,BAIT
9/7/21,MYLU,NA,F,8.14,P_989.001040545168,A,BAIT
9/7/21,MYLU,NA,F,8.47,P_989.001038204091,J,BAIT
9/7/21,MYLU,NA,F,8.95,P_989.001040545216,J,BAIT
9/7/21,MYLU,NA,F,8.88,P_989.001038204069,A,BAIT
9/7/21,MYLU,NA,F,9.47,P_989.001040545140,J,BAIT
9/7/21,MYLU,NA,M,10.44,P_989.001040545234,J,BAIT
9/7/21,MYLU,NA,M,9.75,P_989.001038204105,A,BAIT
9/7/21,MYLU,NA,M,8.61,P_989.001040545151,J,BAIT
9/7/21,MYLU,NA,M,10.14,P_989.001040545163,J,BAIT
9/7/21,MYLU,NA,M,8.57,P_989.001040545225,A,BAIT
9/7/21,MYLU,NA,M,7.1,P_989.001038204076,J,BAIT
9/7/21,MYLU,NA,M,10.07,P_989.001040545175,A,BAIT
9/7/21,MYLU,NA,M,11.51,P_989.001040545199,A,BAIT
9/7/21,MYLU,NA,M,7.62,P_989.001038204032,J,BAIT
9/7/21,MYLU,NA,M,9.12,P_989.001040545236,J,BAIT
9/7/21,MYLU,NA,M,10,P_989.001040545220,A,BAIT
9/7/21,MYLU,NA,M,9.16,P_989.001038204060,A,BAIT
9/7/21,MYLU,NA,M,9.93,P_989.001040545137,A,BAIT
9/7/21,MYLU,NA,M,8.91,P_989.001040545223,J,BAIT
9/7/21,MYLU,NA,F,8.71,P_989.001038204038,J,BAIT
9/7/21,MYLU,NA,F,8,P_989.001038204059,J,BAIT
9/7/21,MYLU,NA,F,12.15,P_989.001040545152,A,BAIT
9/7/21,MYLU,NA,F,12,P_989.001040545161,J,BAIT
9/7/21,MYLU,NA,F,8.56,P_989.001040545160,A,BAIT
9/7/21,MYLU,NA,F,9.65,P_989.001038204103,A,BAIT
9/7/21,MYLU,NA,F,6.86,P_989.001038204044,J,BAIT
9/7/21,MYLU,NA,F,11.42,P_989.001040545184,A,BAIT
9/7/21,MYLU,NA,F,11.19,P_989.001038204066,A,BAIT
9/7/21,MYLU,NA,F,8.75,P_989.001040545196,J,BAIT
9/7/21,MYLU,NA,F,10.28,P_989.001038204029,A,BAIT
9/7/21,MYLU,NA,F,8.55,P_989.001040545177,A,BAIT
9/7/21,EPFU,NA,F,17.84,P_989.001038204025,J,BAIT
9/7/21,MYLU,NA,F,10.47,P_989.001038204030,J,BAIT
9/7/21,MYLU,NA,M,12.48,P_989.001038204061,A,BAIT
9/7/21,MYLU,NA,M,10.18,P_989.001038204057,A,BAIT
9/7/21,MYLU,NA,,NA,P_989.001038204042,,BAIT
9/7/21,MYLU,NA,M,10.97,P_989.001038204053,A,BAIT
9/7/21,MYLU,NA,M,12.52,P_989.001038204056,A,BAIT
9/7/21,MYLU,NA,M,9.21,P_989.001038204082,A,BAIT
9/7/21,MYLU,NA,M,8.33,P_989.001040545153,J,BAIT
9/7/21,MYLU,NA,M,8.42,P_989.001040545159,A,BAIT
9/7/21,MYLU,NA,M,10.47,P_989.001038204033,A,BAIT
9/7/21,MYLU,NA,M,10.6,P_989.001038204095,A,BAIT
9/7/21,MYLU,NA,M,10.35,P_989.001038204080,A,BAIT
9/7/21,MYLU,NA,F,11.4,P_989.001038204078,A,BAIT
9/7/21,MYLU,NA,M,11,P_989.001038204052,A,BAIT
9/7/21,MYLU,NA,F,10.88,P_989.001038204077,A,BAIT
9/7/21,MYLU,NA,M,11.14,P_989.001040544043,A,BAIT
9/7/21,MYLU,NA,M,12,P_989.001038204122,A,BAIT
9/7/21,MYLU,NA,M,11.6,P_989.001038204046,A,BAIT
9/7/21,MYLU,NA,M,10.36,P_989.001038204098,A,BAIT
9/7/21,MYLU,NA,F,11.63,P_989.001038204106,A,BAIT
9/7/21,MYLU,NA,M,7.97,P_989.001040545189,J,BAIT
9/7/21,MYLU,NA,M,7.58,P_989.001040545230,J,BAIT
9/7/21,MYLU,NA,M,8.88,P_989.001040545214,J,BAIT
9/7/21,MYLU,NA,M,9.61,P_989.001040545197,A,BAIT
9/7/21,MYLU,NA,M,9.46,P_989.001040545200,J,BAIT
9/7/21,MYLU,NA,M,11.44,P_989.001040545228,A,BAIT
9/7/21,MYLU,NA,M,7.11,P_989.001040545143,J,BAIT
9/7/21,MYLU,NA,M,7.37,P_989.001038204104,J,BAIT
9/7/21,MYLU,NA,M,8.64,P_989.001040545149,J,BAIT
9/7/21,MYLU,NA,M,9,P_989.001038204086,J,BAIT
9/7/21,MYLU,NA,M,10.6,P_989.001040545198,J,BAIT
9/7/21,MYLU,NA,M,9.31,P_989.001040545180,J,BAIT
9/7/21,MYLU,NA,M,8.25,P_989.001040545176,A,BAIT
9/7/21,MYLU,NA,M,9.56,P_989.001038204101,A,BAIT
9/7/21,MYLU,NA,M,8.72,P_989.001038204028,A,BAIT
9/7/21,MYLU,NA,M,9.8,P_989.001040545204,J,BAIT
9/7/21,MYLU,NA,M,13.41,P_989.001040545164,J,BAIT
9/7/21,MYLU,NA,M,10.65,P_989.001038204111,A,BAIT
9/7/21,MYLU,NA,M,8.1,P_989.001040545190,J,BAIT
9/7/21,MYLU,NA,M,9.88,P_989.001038204034,J,BAIT
9/7/21,MYLU,NA,M,8.75,P_989.001040545165,A,BAIT
9/7/21,MYLU,NA,M,11.92,P_989.001040545207,A,BAIT
9/7/21,MYLU,NA,M,8,P_989.001040545211,J,BAIT
9/7/21,MYLU,NA,M,10.93,P_989.001040545141,A,BAIT
9/7/21,MYLU,NA,M,7.37,P_989.001040545215,J,BAIT
9/7/21,MYLU,NA,M,12.81,P_989.001040545203,A,BAIT
9/7/21,MYLU,NA,M,8.69,P_989.001040545221,A,BAIT
9/7/21,MYLU,NA,M,9.07,P_989.001038204087,A,BAIT
9/7/21,MYLU,NA,M,7.8,P_989.001038204050,J,BAIT
9/7/21,MYLU,NA,M,8.64,P_989.001040545212,J,BAIT
9/7/21,MYLU,NA,M,9.21,P_989.001040545224,A,BAIT
9/7/21,MYLU,NA,M,8.71,P_989.001040545201,J,BAIT
9/7/21,MYLU,NA,M,9.11,P_989.001038204119,A,BAIT
9/7/21,MYLU,NA,M,9.88,P_989.001040545142,A,BAIT
9/7/21,MYLU,NA,F,8.52,P_989.001040545222,J,BAIT
9/7/21,MYLU,NA,M,9,P_989.001040545171,J,BAIT
9/7/21,MYLU,NA,M,10.44,P_989.001040545192,A,BAIT
9/7/21,MYLU,NA,M,10.03,P_989.001038204067,A,BAIT
9/7/21,MYLU,NA,,NA,P_989.001038204108,,BAIT
9/7/21,MYLU,NA,,NA,P_989.001038204043,,BAIT
9/8/21,MYLU,NA,M,11.5,P_989.001040545262,A,MAOC
9/8/21,MYLU,NA,M,9.43,P_989.001040545113,A,MAOC
9/8/21,MYLU,NA,M,10.68,P_989.001040545336,A,MAOC
9/8/21,MYLU,NA,M,10.55,P_989.001040544973,A,MAOC
9/8/21,MYLU,NA,M,12,P_989.001040545012,A,MAOC
9/8/21,MYLU,NA,M,11.79,P_989.001040544942,A,MAOC
9/8/21,MYLU,NA,M,9.54,P_989.001040545327,A,MAOC
9/8/21,MYLU,NA,M,10.08,P_989.001040545063,A,MAOC
9/8/21,MYLU,NA,M,10.88,P_989.001040545246,A,MAOC
9/8/21,MYLU,NA,M,10.83,P_989.001040544977,A,MAOC
9/8/21,MYLU,NA,M,10.44,P_989.001040545258,J,MAOC
9/8/21,MYLU,NA,F,10.64,P_989.001040544974,A,MAOC
9/8/21,MYLU,NA,M,11.45,P_989.001040545118,A,MAOC
9/8/21,MYLU,NA,F,9.71,P_989.001040545330,A,MAOC
9/8/21,MYLU,NA,M,10.18,P_989.001040544969,A,MAOC
9/8/21,MYLU,NA,M,9.66,P_989.001040545323,A,MAOC
9/8/21,MYLU,NA,M,11.34,P_989.001040545005,A,MAOC
9/8/21,MYLU,NA,M,10.31,P_989.001040545271,J,MAOC
9/8/21,MYLU,NA,M,12.34,P_989.001040544951,A,MAOC
9/8/21,MYLU,NA,F,12.52,P_989.001040545251,A,MAOC
9/8/21,MYLU,NA,M,11.1,P_989.001040544981,J,MAOC
9/8/21,MYLU,NA,M,11.27,P_989.001040545244,A,MAOC
9/8/21,MYLU,NA,M,11.68,P_989.001040545264,J,MAOC
9/8/21,MYLU,NA,M,11,P_989.001040544955,A,MAOC
9/8/21,MYLU,NA,M,6.89,P_989.001040544983,J,MAOC
9/8/21,MYLU,NA,M,11.46,P_989.001040545278,A,MAOC
9/8/21,MYLU,NA,M,11.23,P_989.001040544962,A,MAOC
9/8/21,MYLU,NA,M,12,P_989.001040545280,A,MAOC
9/8/21,MYLU,NA,M,11.41,P_989.001040544961,J,MAOC
9/8/21,MYLU,NA,M,11,P_989.001040544978,A,MAOC
9/8/21,MYLU,NA,M,10.48,P_989.001040544984,J,MAOC
9/8/21,MYLU,NA,M,11.77,P_989.001040545272,A,MAOC
9/8/21,MYLU,NA,M,10.31,P_989.001040545248,A,MAOC
9/8/21,MYLU,NA,M,11.23,P_989.001040544998,A,MAOC
9/8/21,MYLU,NA,M,10.55,P_989.001040545034,A,MAOC
9/8/21,MYLU,NA,M,11.85,P_989.001040545237,A,MAOC
9/8/21,MYLU,NA,M,9.55,P_989.001040544976,J,MAOC
9/8/21,MYLU,NA,M,7.54,P_989.001034203179,A,MAOC
9/8/21,MYLU,NA,M,8.6,P_989.001038203855,A,MAOC
9/8/21,MYLU,NA,M,7.7,P_989.001034179328,A,MAOC
9/8/21,MYLU,NA,M,7.17,P_989.001038203897,J,MAOC
9/8/21,MYLU,NA,F,7.24,P_989.001034179337,J,MAOC
9/8/21,MYLU,NA,M,6.5,P_989.001038203837,J,MAOC
9/8/21,MYLU,NA,F,7.9,P_989.001034179361,J,MAOC
9/8/21,MYLU,NA,F,7.2,P_989.001034179391,A,MAOC
9/8/21,MYLU,NA,M,7.26,P_989.001038203977,J,MAOC
9/8/21,MYLU,NA,M,9.6,P_989.001038203939,A,MAOC
9/8/21,MYLU,NA,M,10.1,P_989.001038203999,A,MAOC
9/8/21,MYLU,NA,M,9.6,P_989.001038203904,A,MAOC
9/8/21,MYLU,NA,M,9.73,P_989.001038204013,A,MAOC
9/8/21,MYLU,NA,M,8.36,P_989.001038203943,A,MAOC
9/8/21,MYLU,NA,M,10,P_989.001038203907,J,MAOC
9/8/21,MYLU,NA,M,6.95,P_989.001038203955,A,MAOC
9/8/21,MYLU,NA,M,6.24,P_989.001038203982,A,MAOC
9/8/21,MYLU,NA,M,7.56,P_989.001038203836,A,MAOC
9/8/21,MYLU,NA,F,7.06,P_989.001038203826,J,MAOC
9/8/21,MYLU,NA,M,10.14,P_989.001038203924,A,MAOC
9/8/21,MYLU,NA,M,9.09,P_989.001038203950,A,MAOC
9/8/21,MYLU,NA,M,8.04,P_989.001038203901,A,MAOC
9/8/21,MYLU,NA,M,9.96,P_989.001038203866,A,MAOC
9/8/21,MYLU,NA,M,7.89,P_989.001038203861,A,MAOC
9/8/21,MYLU,NA,M,8.12,P_989.001038203919,A,MAOC
9/8/21,MYLU,NA,M,7.72,P_989.001038204019,A,MAOC
9/8/21,MYLU,NA,M,8.49,P_989.001038203945,A,MAOC
9/8/21,MYLU,NA,M,9.5,P_989.001038203958,A,MAOC
9/8/21,MYLU,NA,M,11,P_989.001040545277,A,MAOC
9/8/21,MYLU,NA,M,10.52,P_989.001040545282,A,MAOC
9/8/21,MYLU,NA,M,9.82,P_989.001040545003,J,MAOC
9/8/21,MYLU,NA,M,10.42,P_989.001040544992,A,MAOC
9/8/21,MYLU,NA,M,11.88,P_989.001040545274,A,MAOC
9/8/21,MYLU,NA,M,11.53,P_989.001040545267,A,MAOC
9/8/21,MYLU,NA,M,11.56,P_989.001040544965,A,MAOC
9/8/21,MYLU,NA,M,12.6,P_989.001040545024,A,MAOC
9/8/21,MYLU,NA,M,12.4,P_989.001040545242,A,MAOC
9/8/21,MYLU,NA,M,11.64,P_989.001040545027,J,MAOC
9/8/21,MYLU,NA,M,11.05,P_989.001040544995,A,MAOC
9/8/21,MYLU,NA,M,9.77,P_989.001040544937,A,MAOC
9/8/21,MYLU,NA,M,7.96,P_989.001040545275,A,MAOC
9/8/21,MYLU,NA,M,7.82,P_989.001040545288,J,MAOC
9/8/21,MYLU,NA,M,9.79,P_989.001040545247,J,MAOC
9/8/21,MYLU,NA,M,11.59,P_989.001040544996,A,MAOC
9/8/21,MYLU,NA,M,10.85,P_989.001040545243,J,MAOC
9/8/21,MYLU,NA,M,11.38,P_989.001040545000,A,MAOC
9/8/21,MYLU,NA,M,10.12,P_989.001040545319,A,MAOC
9/8/21,MYLU,NA,M,10.75,P_989.001040545255,A,MAOC
9/8/21,MYLU,NA,M,12.44,P_989.001040545026,A,MAOC
9/8/21,MYLU,NA,M,10.5,P_989.001040545333,A,MAOC
9/8/21,MYLU,NA,M,11.86,P_989.001040545004,A,MAOC
9/8/21,MYLU,NA,M,7.52,P_989.001040545313,J,MAOC
9/8/21,MYLU,NA,M,11.86,P_989.001040545250,A,MAOC
9/8/21,MYLU,NA,M,12.18,P_989.001040545028,A,MAOC
9/8/21,MYLU,NA,M,7.69,P_989.001040544991,J,MAOC
9/8/21,MYLU,NA,M,7.49,P_989.001040545294,J,MAOC
9/8/21,MYLU,NA,M,8.39,P_989.001040545324,A,MAOC
9/8/21,MYLU,NA,M,11.14,P_989.001040544970,A,MAOC
9/8/21,MYLU,NA,M,10.81,P_989.001040544956,A,MAOC
9/8/21,MYLU,NA,M,10.44,P_989.001040545326,A,MAOC
9/8/21,MYLU,NA,M,6.81,P_989.001040544993,A,MAOC
9/8/21,MYLU,NA,M,10.62,P_989.001040545318,A,MAOC
9/8/21,MYLU,NA,M,11.49,P_989.001040544947,A,MAOC
9/8/21,MYLU,NA,M,9.83,P_989.001040545025,A,MAOC
9/8/21,MYLU,NA,M,9.43,P_989.001040545329,A,MAOC
9/8/21,MYLU,NA,M,10.94,P_989.001040544975,A,MAOC
9/8/21,MYLU,NA,M,9.9,P_989.001040545018,A,MAOC
9/8/21,MYLU,NA,M,8.4,P_989.001040545006,A,MAOC
9/8/21,MYLU,NA,M,9.97,P_989.001040545306,A,MAOC
9/8/21,MYLU,NA,M,6.58,P_989.001040545020,A,MAOC
9/8/21,MYLU,NA,M,7.16,P_989.001034179376,J,MAOC
9/8/21,MYLU,NA,M,7.58,P_989.001040544948,J,MAOC
9/8/21,MYLU,NA,M,7.26,P_989.001040545011,A,MAOC
9/8/21,MYLU,NA,M,8.19,P_989.001040545010,A,MAOC
9/8/21,MYLU,NA,M,6.59,P_989.001040545124,J,MAOC
9/8/21,MYLU,NA,F,7.27,P_989.001034179266,J,MAOC
9/8/21,MYLU,NA,M,7.88,P_989.001034179209,A,MAOC
9/8/21,MYLU,NA,M,6.95,P_989.001040545013,J,MAOC
9/8/21,MYLU,NA,M,7.58,P_989.001040545115,A,MAOC
9/8/21,MYLU,NA,M,6.71,P_989.001040545069,J,MAOC
9/8/21,MYLU,NA,M,7.28,P_989.001034179247,A,MAOC
9/8/21,MYLU,NA,M,7,P_989.001040544967,J,MAOC
9/8/21,MYLU,NA,M,7.75,P_989.001034179231,A,MAOC
9/8/21,MYLU,NA,M,7.5,P_989.001034179279,J,MAOC
9/8/21,MYLU,NA,F,6.87,P_989.001034179276,J,MAOC
9/8/21,MYLU,NA,F,7.49,P_989.001040544988,J,MAOC
9/8/21,MYLU,NA,M,8.08,P_989.001034179221,A,MAOC
9/8/21,MYLU,NA,M,8.87,P_989.001040544987,A,MAOC
9/8/21,MYLU,NA,M,8.4,P_989.001040545096,J,MAOC
9/8/21,MYLU,NA,M,8.8,P_989.001040544953,A,MAOC
9/8/21,MYLU,NA,M,7.39,P_989.001040545045,J,MAOC
9/8/21,MYLU,NA,M,6.8,P_989.001040545041,J,MAOC
