"pit_id","sex","date.tagged","species","site"
"P_989.001041204817","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204802","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204845","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204819","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204841","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204797","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204881","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204815","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204813","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204885","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204876","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204816","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204832","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204824","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204803","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204892","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204839","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204795","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204863","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204828","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204869","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204849","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204827","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204810","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204852","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204891","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204887","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204799","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204851","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204822","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204848","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204868","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204804","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204831","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204820","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204877","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204866","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204857","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204854","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204886","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204798","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204834","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204800","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204833","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204861","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204836","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204878","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204823","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204811","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204872","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204821","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204882","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204838","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204829","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204867","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204793","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204888","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204814","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204889","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204837","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204809","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204807","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204880","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204870","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204853","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204859","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204796","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204879","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204840","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204855","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204818","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204850","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204862","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204858","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204873","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204835","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204864","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204812","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204801","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204856","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204890","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204826","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204874","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204979","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204901","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204971","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204896","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204929","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204948","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204978","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204910","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204989","M",2023-08-30,"PESU","MAIDEN ROCK"
"P_989.001041204990","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204945","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204928","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204937","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204949","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204917","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204930","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204960","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204904","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204914","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204944","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204972","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204919","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204957","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204981","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204938","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204939","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204967","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204940","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204895","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204927","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204932","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204961","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204983","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204942","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204986","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204987","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204899","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204900","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204924","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204988","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204915","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204970","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204905","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204907","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204935","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204968","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204913","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204946","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204943","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204974","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204980","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204893","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204898","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204966","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204951","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204916","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204912","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204992","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204925","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204954","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204920","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204962","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204923","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204977","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204911","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204982","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204918","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204963","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204894","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204903","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204975","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204921","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204955","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204934","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204897","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204931","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204936","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204947","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204950","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204902","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204922","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204933","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204906","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204576","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204573","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204575","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204582","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204516","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204551","F",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204560","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204563","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204546","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204562","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204531","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204564","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204542","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001041204504","M",2023-08-30,"MYLU","BAY CITY"
"P_989.001034203385","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203395","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203348","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203383","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203311","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203384","F",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203310","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203390","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203399","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203312","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203316","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203343","F",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203400","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203330","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203393","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203341","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203373","F",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203375","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203369","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203374","F",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203342","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203391","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203313","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203382","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203378","F",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203337","F",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203314","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203362","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203331","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203320","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203332","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203380","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203327","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203402","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203360","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203398","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203403","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203366","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203386","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203309","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203324","F",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203321","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203352","F",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203323","F",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203370","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203317","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203371","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203377","F",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203401","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203405","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203336","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203315","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203368","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203347","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203372","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203338","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203335","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203345","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203381","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203388","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203328","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203307","F",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203306","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203379","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203359","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203365","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203392","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203358","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203396","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203363","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203346","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203325","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203354","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203350","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203318","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203355","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203394","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203404","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203344","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203319","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203334","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203308","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203349","F",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203367","M",2023-09-07,"MYLU","HAILES CAVE"
"P_989.001034203329","M",2023-09-08,"MYLU","CLINTON MINE"
"P_989.001034203322","M",2023-09-08,"MYLU","CLINTON MINE"
"P_989.001034203351","M",2023-09-08,"MYLU","CLINTON MINE"
"P_989.001034203353","M",2023-09-08,"MYLU","CLINTON MINE"
"P_989.001034203376","F",2023-09-08,"MYLU","CLINTON MINE"
"P_989.001034203333","M",2023-09-08,"MYLU","CLINTON MINE"
"P_989.001034203361","M",2023-09-08,"MYLU","CLINTON MINE"
"P_989.001034203364","M",2023-09-08,"MYLU","CLINTON MINE"
"P_989.001034203326","M",2023-09-08,"MYLU","CLINTON MINE"
"P_989.001034203397","M",2023-09-08,"MYLU","CLINTON MINE"
"P_989.001034203357","M",2023-09-08,"MYLU","CLINTON MINE"
"P_989.001034203389","M",2023-09-08,"MYLU","CLINTON MINE"
"P_989.001034203339","M",2023-09-08,"MYLU","CLINTON MINE"
"P_989.001034203340","M",2023-09-08,"MYLU","CLINTON MINE"
"P_985.113005718442","M",2023-09-08,"MYLU","CLINTON MINE"
"P_985.113995718475","M",2023-09-08,"MYLU","CLINTON MINE"
"P_985.113995718462","M",2023-09-08,"MYLU","CLINTON MINE"
"P_985.113995718478","M",2023-09-08,"MYLU","CLINTON MINE"
"P_985.113995718471","M",2023-09-08,"MYLU","CLINTON MINE"
"P_985.113995718466","M",2023-09-08,"MYLU","CLINTON MINE"
"P_985.113995718487","M",2023-09-08,"MYLU","CLINTON MINE"
"P_985.113995718472","M",2023-09-08,"MYLU","CLINTON MINE"
"P_985.113995718447","M",2023-09-08,"MYLU","CLINTON MINE"
"P_985.113995718485","M",2023-09-08,"MYLU","CLINTON MINE"
"P_985.113995718445","F",2023-09-08,"MYLE","CLINTON MINE"
"P_985.113995718428","M",2023-09-08,"MYLU","CLINTON MINE"
"P_989.001038117641","F",2023-11-01,"MYLU","NEDA MINE"
"P_989.001038117628","M",2023-11-01,"MYLU","NEDA MINE"
"P_989.001038117611","M",2023-11-01,"MYLU","NEDA MINE"
"P_989.001038117643","M",2023-11-01,"MYLU","NEDA MINE"
"P_989.001038117637","M",2023-11-08,"MYLU","BAY CITY"
"P_989.001038117608","M",2023-11-08,"MYLU","BAY CITY"
"P_989.001038117579","F",2023-11-08,"MYLU","BAY CITY"
"P_989.001038117572","M",2023-11-08,"MYLU","BAY CITY"
"P_989.001038117598","M",2023-11-08,"MYLU","BAY CITY"
"P_989.001038117565","M",2023-11-08,"MYLU","BAY CITY"
"P_989.001038117652","M",2023-11-08,"MYLU","BAY CITY"
"P_989.001038117601","M",2023-11-08,"MYLU","BAY CITY"
"P_989.001038117583","F",2023-11-08,"MYLU","BAY CITY"
"P_989.001038117600","F",2023-11-08,"MYLU","MAIDEN ROCK"
"P_989.001038117595","M",2023-11-08,"MYLU","MAIDEN ROCK"
"P_989.001038117634","M",2023-11-08,"MYLU","MAIDEN ROCK"
"P_989.001038117602","M",2023-11-08,"MYLU","MAIDEN ROCK"
"P_989.001038117635","F",2023-11-08,"MYLU","MAIDEN ROCK"
"P_989.001038117654","F",2023-11-08,"MYLU","MAIDEN ROCK"
"P_989.001038117631","F",2023-11-08,"MYLU","MAIDEN ROCK"
"P_989.001038117587","F",2023-11-08,"PESU","MAIDEN ROCK"
"P_989.001038117568","F",2023-11-08,"PESU","MAIDEN ROCK"
"P_989.001038117597","M",2023-11-08,"PESU","MAIDEN ROCK"
"P_989.001038117615","F",2023-11-08,"PESU","MAIDEN ROCK"
"P_989.001038117596","F",2023-11-08,"PESU","MAIDEN ROCK"
"P_989.001038117614","M",2023-11-08,"PESU","MAIDEN ROCK"
"P_989.001038117575","F",2023-11-08,"PESU","MAIDEN ROCK"
"P_989.001038117590","M",2023-11-08,"PESU","MAIDEN ROCK"
"P_989.001038117562","M",2024-03-04,"MYLU","BAY CITY"
"P_989.001038117569","F",2024-03-05,"PESU","MAIDEN ROCK"
"P_989.001038117638","M",2024-03-05,"PESU","MAIDEN ROCK"
"P_989.001038117571","M",2024-03-05,"PESU","MAIDEN ROCK"
"P_982.000410631645","M",2024-03-05,"PESU","MAIDEN ROCK"
"P_982.000410631688","M",2024-03-05,"PESU","MAIDEN ROCK"
"P_982.000410631642","F",2024-03-05,"PESU","MAIDEN ROCK"
"P_982.000410631599","F",2024-03-05,"PESU","MAIDEN ROCK"
"P_982.000410631623","F",2024-03-05,"PESU","MAIDEN ROCK"
"P_982.000410631601","M",2024-03-05,"PESU","MAIDEN ROCK"
"P_982.000410631622","M",2024-03-05,"MYSE","MAIDEN ROCK"
"P_982.000410631616","F",2024-03-05,"MYSE","MAIDEN ROCK"
"P_982.000410631632","F",2024-03-05,"PESU","MAIDEN ROCK"
"P_982.000410631662","F",2024-03-05,"PESU","MAIDEN ROCK"
"P_982.000410631633","F",2024-03-05,"PESU","MAIDEN ROCK"
"P_982.000410631595","F",2024-03-05,"PESU","MAIDEN ROCK"
"P_989.001038117576","M",2024-03-05,"PESU","MAIDEN ROCK"
"P_982.000410631637","M",2024-03-05,"PESU","MAIDEN ROCK"
"P_982.000410631592","F",2024-03-05,"PESU","MAIDEN ROCK"
"P_982.000410631656","M",2024-03-05,"PESU","MAIDEN ROCK"
"P_982.000410631625","F",2024-03-05,"PESU","MAIDEN ROCK"
"P_982.000410631610","F",2024-03-05,"MYSE","MAIDEN ROCK"
"P_982.000410631638","M",2024-03-05,"PESU","MAIDEN ROCK"
"P_989.001034179016","",NA,"MYLU","BAY CITY"
