"pit_id","sex","date.tagged","species","site"
"P_989.001034203171","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203143","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203128","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203144","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203159","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203172","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203127","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203124","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203131","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203155","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203168","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203193","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203203","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203174","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203194","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203126","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203112","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203111","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203119","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203165","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203189","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203134","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203190","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203149","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203176","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203133","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203192","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203110","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203132","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203136","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203202","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203125","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203163","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203147","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203108","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203113","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203129","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203173","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203117","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203175","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203158","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203162","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203195","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203180","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203276","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203214","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203297","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203206","M",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203298","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203294","F",2020-08-27,"MYLU","MAIDEN ROCK"
"P_989.001034203229","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203278","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203248","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203274","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203279","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203207","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203251","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203296","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203250","F",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203287","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203242","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203285","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203280","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203246","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203211","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203243","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203244","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203220","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203210","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203224","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203240","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203292","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203237","F",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203304","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203290","F",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203273","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203270","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203264","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203271","F",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203277","F",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203252","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203227","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203302","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203209","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203222","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203234","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203288","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203254","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203289","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203233","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203282","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203265","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203253","F",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203236","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203272","F",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203230","F",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203300","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203267","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203259","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203269","F",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203221","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203256","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203228","F",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203255","F",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203263","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203241","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203295","F",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203249","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203257","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203262","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203303","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203266","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203268","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203305","M",2020-09-02,"MYLU","NEDA MINE"
"P_989.001034203212","",2020-09-02,"MYLU","NEDA MINE"
"P_982.000410631649","M",2020-11-05,"MYLU","NEDA MINE"
"P_982.000410631665","M",2020-11-05,"MYLU","NEDA MINE"
"P_982.000410631593","M",2020-11-05,"MYLU","NEDA MINE"
"P_982.000410631679","M",2020-11-05,"MYLU","NEDA MINE"
"P_982.000410631687","M",2020-11-05,"MYLU","NEDA MINE"
"P_982.000410631608","M",2020-11-05,"MYLU","NEDA MINE"
"P_982.000410631663","F",2020-11-05,"PESU","NEDA MINE"
"P_982.000410631634","M",2020-11-05,"PESU","NEDA MINE"
"P_982.000410631669","F",2020-11-05,"PESU","NEDA MINE"
"P_982.000410631650","M",2020-11-05,"MYLU","NEDA MINE"
"P_982.000410631682","M",2020-11-05,"MYLU","NEDA MINE"
"P_982.000410631672","F",2020-11-05,"MYLU","NEDA MINE"
"P_982.000410631651","M",2020-11-05,"MYLU","NEDA MINE"
"P_982.000410631631","F",2020-11-05,"MYLU","NEDA MINE"
"P_982.000410631680","M",2020-11-05,"MYLU","NEDA MINE"
"P_982.000410631644","F",2020-11-05,"MYLU","NEDA MINE"
"P_982.000410631626","M",2020-11-05,"MYLU","NEDA MINE"
"P_982.000410631639","F",2020-11-05,"PESU","NEDA MINE"
"P_989.001038117518","M",2020-11-10,"MYLU","BAY CITY"
"P_989.001038117517","F",2020-11-10,"MYLU","BAY CITY"
"P_989.001038117487","F",2020-11-10,"MYLU","BAY CITY"
"P_989.001038117519","M",2020-11-10,"MYLU","BAY CITY"
"P_989.001038117527","M",2020-11-10,"MYLU","BAY CITY"
"P_989.001038117530","M",2020-11-10,"MYLU","BAY CITY"
"P_989.001038117513","M",2020-11-10,"MYLU","BAY CITY"
"P_989.001038117537","M",2020-11-10,"MYLU","BAY CITY"
"P_989.001038117550","M",2020-11-10,"MYLU","BAY CITY"
"P_989.001038117512","M",2020-11-10,"MYLU","BAY CITY"
"P_989.001038117523","F",2020-11-10,"MYLU","BAY CITY"
"P_989.001038117478","",2020-11-10,"MYLU","BAY CITY"
"P_989.001038117544","",2020-11-10,"MYLU","BAY CITY"
"P_989.001038117538","M",2020-11-10,"PESU","MAIDEN ROCK"
"P_989.001038117481","M",2020-11-10,"MYLU","MAIDEN ROCK"
"P_989.001038117510","F",2020-11-10,"MYLU","MAIDEN ROCK"
"P_989.001038117476","",2020-11-10,"EPFU","MAIDEN ROCK"
"P_989.001038117458","M",2020-11-10,"MYLU","MAIDEN ROCK"
"P_989.001038117470","M",2020-11-10,"MYLU","MAIDEN ROCK"
"P_989.001038117465","M",2020-11-10,"MYLU","MAIDEN ROCK"
"P_989.001038117479","M",2020-11-10,"MYLU","MAIDEN ROCK"
"P_989.001038117526","M",2020-11-10,"MYLU","MAIDEN ROCK"
"P_989.001038117551","F",2020-11-10,"PESU","MAIDEN ROCK"
"P_989.001038117554","F",2020-11-10,"PESU","MAIDEN ROCK"
"P_989.001038117557","M",2020-11-10,"PESU","MAIDEN ROCK"
"P_989.001038117541","M",2020-11-10,"MYLU","MAIDEN ROCK"
"P_989.001038117555","M",2020-11-10,"MYLU","MAIDEN ROCK"
"P_989.001038117547","M",2020-11-10,"MYLU","MAIDEN ROCK"
"P_989.001038117553","F",2020-11-10,"MYLU","MAIDEN ROCK"
"P_989.001038117552","F",2020-11-10,"MYLU","MAIDEN ROCK"
"P_989.001038117533","M",2020-11-10,"MYLU","MAIDEN ROCK"
"P_989.001038117545","M",2020-11-10,"MYLU","MAIDEN ROCK"
"P_989.001038117549","F",2021-03-10,"MYLU","NEDA MINE"
"P_989.001038117525","F",2021-03-10,"PESU","NEDA MINE"
"P_989.001038117473","F",2021-03-10,"MYLU","NEDA MINE"
"P_989.001038117461","F",2021-03-10,"PESU","NEDA MINE"
"P_989.001038117493","F",2021-03-10,"MYLU","NEDA MINE"
"P_989.001038117483","M",2021-03-10,"MYLU","NEDA MINE"
"P_989.001038117534","F",2021-03-10,"MYLU","NEDA MINE"
"P_989.001038117514","M",2021-03-10,"MYLU","NEDA MINE"
"P_989.001038117492","F",2021-03-10,"MYLU","NEDA MINE"
"P_989.001038117509","F",2021-03-10,"MYLU","NEDA MINE"
"P_989.001038117488","F",2021-03-10,"MYLU","NEDA MINE"
"P_989.001038117511","M",2021-03-10,"MYLU","NEDA MINE"
"P_989.001038117546","M",2021-03-10,"MYLU","NEDA MINE"
"P_989.001038117468","M",2021-03-10,"MYLU","NEDA MINE"
"P_989.001038117508","M",2021-03-10,"MYLU","NEDA MINE"
"P_989.001038117548","M",2021-03-10,"MYLU","NEDA MINE"
"P_989.001038117500","F",2021-03-10,"MYLU","NEDA MINE"
"P_989.001038117507","F",2021-03-10,"MYLU","NEDA MINE"
"P_989.001040545178","M",2021-08-16,"MYLU","BAY CITY"
"P_989.001034179427","M",2021-08-16,"MYLU","BAY CITY"
"P_989.001034179405","F",2021-08-16,"PESU","BAY CITY"
"P_989.001040545206","M",2021-08-16,"MYLU","BAY CITY"
"P_989.001034179419","M",2021-08-16,"MYLU","BAY CITY"
"P_989.001032567384","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567358","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567345","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567352","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567405","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567369","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567342","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567402","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567395","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567354","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567397","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567388","M",2021-08-17,"MYSE","MAIDEN ROCK"
"P_989.001032567386","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567428","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567408","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567432","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567362","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567389","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567436","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567396","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567423","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567398","F",2021-08-17,"EPFU","MAIDEN ROCK"
"P_989.001032567366","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567392","M",2021-08-17,"EPFU","MAIDEN ROCK"
"P_989.001032567393","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567440","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567361","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567403","M",2021-08-17,"PESU","MAIDEN ROCK"
"P_989.001032567387","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567407","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567344","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567426","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567424","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567421","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567417","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567357","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567419","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567382","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567414","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567406","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567429","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567356","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567430","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567385","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567437","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567433","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567351","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567360","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567416","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567350","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567400","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567435","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567349","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567391","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567399","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567378","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567431","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567438","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567401","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567420","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567422","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567347","M",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567439","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567348","F",2021-08-17,"MYLU","MAIDEN ROCK"
"P_989.001032567373","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567418","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567427","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567371","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567415","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567409","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567367","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567368","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567410","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567370","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567404","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567372","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567425","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567413","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567374","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567343","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567364","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567363","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567412","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567394","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567376","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567434","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567346","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567383","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567353","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567380","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567359","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567375","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567411","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567377","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032567441","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566750","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566774","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566801","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566776","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566823","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566837","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566777","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566835","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566791","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566758","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566749","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566772","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566765","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566784","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566742","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566803","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566818","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566825","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566744","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566757","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566761","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566769","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566806","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566759","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566816","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566840","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566826","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566831","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566775","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566751","F",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566804","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001032566819","M",2021-08-19,"MYLU","NEDA MINE"
"P_989.001034179420","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476319","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179447","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476327","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179446","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476334","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179450","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476310","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179429","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476329","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476331","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179433","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179438","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476395","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179457","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476320","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476347","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179466","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476324","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179431","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179461","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476341","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476357","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179424","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476312","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476317","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179426","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476315","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179472","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476313","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179409","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476354","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179489","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476366","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179439","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179453","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476344","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179416","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476364","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179448","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476380","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179414","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476332","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476362","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476346","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179418","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476321","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179404","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476333","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179463","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179449","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476336","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179485","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179408","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179482","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179422","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476365","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179395","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179398","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476382","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476386","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179397","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476387","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476349","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179435","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179473","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179493","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476322","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476391","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476388","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476355","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179434","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179437","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476384","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179411","F",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476371","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179488","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179415","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476359","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476368","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179477","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476352","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179454","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001040476363","M",2021-08-30,"MYLU","NEDA MINE"
"P_989.001034179406","M",2021-08-30,"MYLU","NEDA MINE"
